STJ;BFS-Nr.;Gde Name;Anlage Gde NP;Anlage Gde JP;LSt;Mischsatz JP;reformiert;römisch-katholisch;christ-katholisch;gültig von;gültig bis;provisorisch/ definitiv;KG_Bezeichnung;Verwaltungskreis/ Amtsbezirk
2025;751;Täuffelen;1.59;1.59;1.25;0.1688;0.161;0.2;0.28;01.01.2025;31.12.9999;definitiv;Kanton Bern;Seeland
2025;754;Walperswil;1.65;1.65;0.6;0.1865;0.1836;0.2;0.28;01.01.2025;31.12.9999;definitiv;Kanton Bern;Seeland
2025;755;Worben;1.7;1.7;1.2;0.2002;0.2;0.2;0.28;01.01.2025;31.12.9999;definitiv;Kanton Bern;Seeland
2025;756;Twann-Tüscherz;1.65;1.65;1.5;0.1835;0.1683;0.23;0.28;01.01.2025;31.12.9999;definitiv;Kanton Bern;Biel/Bienne
2025;761;Därstetten;1.6;1.6;1.2;0.1643;0.16;0.23;0.23;01.01.2025;31.12.9999;definitiv;KG Spiez;Frutigen-Niedersimmental
2025;762;Diemtigen;1.8;1.8;1.5;0.23;0.23;0.23;0.23;01.01.2025;31.12.9999;definitiv;KG Spiez;Frutigen-Niedersimmental
2025;763;Erlenbach i.S.;1.64;1.64;1.5;0.23;0.23;0.23;0.23;01.01.2025;31.12.9999;definitiv;KG Spiez;Frutigen-Niedersimmental
2025;766;Oberwil i. S.;1.64;1.64;1.5;0.23;0.23;0.23;0.23;01.01.2025;31.12.9999;definitiv;KG Spiez;Frutigen-Niedersimmental
2025;767;Reutigen (Reutigen);1.75;1.75;1.2;0.23;0.23;0.23;0.23;01.01.2025;31.12.9999;definitiv;KG Spiez;Thun
2025;767;Reutigen (Zwieselberg);1.75;1.75;1.2;0.2446;0.246;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Spiez;Thun
2025;768;Spiez;1.65;1.65;0.9;0.1839;0.174;0.23;0.23;01.01.2025;31.12.9999;definitiv;KG Spiez;Frutigen-Niedersimmental
2025;769;Wimmis;1.57;1.57;1.5;0.23;0.23;0.23;0.23;01.01.2025;31.12.9999;definitiv;KG Spiez;Frutigen-Niedersimmental
2025;770;Stocken-Höfen (Höfen);1.79;1.79;1.2;0.2415;0.246;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;770;Stocken-Höfen (Ober-/Niederst);1.79;1.79;1.2;0.23;0.23;0.23;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;782;Guttannen;1.65;1.65;1.5;0.2208;0.23;0.2;0.23;01.01.2025;31.12.9999;definitiv;KG Meiringen;Interlaken-Oberhasli
2025;783;Hasliberg;2.1;2.1;1.5;0.2254;0.23;0.2;0.23;01.01.2025;31.12.9999;definitiv;KG Meiringen;Interlaken-Oberhasli
2025;784;Innertkirchen (Gadmen);1.6;1.6;1.5;0.2621;0.276;0.2;0.23;01.01.2025;31.12.9999;definitiv;KG Meiringen;Interlaken-Oberhasli
2025;784;Innertkirchen (Innertkirchen);1.6;1.6;1.5;0.2249;0.23;0.2;0.23;01.01.2025;31.12.9999;definitiv;KG Meiringen;Interlaken-Oberhasli
2025;785;Meiringen;1.8;1.8;1.3;0.2213;0.23;0.2;0.23;01.01.2025;31.12.9999;provisorisch;KG Meiringen;Interlaken-Oberhasli
2025;786;Schattenhalb;1.94;1.94;1.5;0.225;0.23;0.2;0.23;01.01.2025;31.12.9999;definitiv;KG Meiringen;Interlaken-Oberhasli
2025;791;Boltigen;1.9;1.9;1.5;0.2227;0.23;0.1377;0.23;01.01.2025;31.12.9999;definitiv;KG Saanen;Obersimmental-Saanen
2025;792;Lenk;1.79;1.79;1.5;0.209;0.22;0.1377;0.23;01.01.2025;31.12.9999;definitiv;KG Saanen;Obersimmental-Saanen
2025;793;St. Stephan;1.84;1.84;1.5;0.2207;0.23;0.1377;0.23;01.01.2025;31.12.9999;definitiv;KG Saanen;Obersimmental-Saanen
2025;794;Zweisimmen;1.8;1.8;1.5;0.1873;0.195;0.1377;0.23;01.01.2025;31.12.9999;definitiv;KG Saanen;Obersimmental-Saanen
2025;841;Gsteig;1.3;1.3;0.8;0.1508;0.153;0.1377;0.23;01.01.2025;31.12.9999;definitiv;KG Saanen;Obersimmental-Saanen
2025;842;Lauenen;1.7;1.7;0.6;0.221;0.23;0.1377;0.23;01.01.2025;31.12.9999;definitiv;KG Saanen;Obersimmental-Saanen
2025;843;Saanen;1.1;1.1;0.5;0.1495;0.153;0.1377;0.23;01.01.2025;31.12.9999;definitiv;KG Saanen;Obersimmental-Saanen
2025;852;Guggisberg;1.89;1.89;1.5;0.2265;0.23;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Köniz;Bern-Mittelland
2025;853;Rüschegg;1.74;1.74;1.5;0.2059;0.207;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;855;Schwarzenburg;1.86;1.86;1.4;0.2258;0.23;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Köniz;Bern-Mittelland
2025;861;Belp;1.4;1.4;1;0.1853;0.184;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;863;Burgistein;1.95;1.95;1.2;0.185;0.184;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;866;Gerzensee;1.54;1.54;1.5;0.2058;0.207;0.195;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;867;Gurzelen;1.83;1.83;1.2;0.2497;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;868;Jaberg;1.49;1.49;1;0.1864;0.185;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Münsingen;Bern-Mittelland
2025;869;Kaufdorf;1.88;1.88;1.5;0.1851;0.184;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;870;Kehrsatz;1.64;1.64;1;0.2191;0.23;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;872;Kirchdorf (Gelterfingen);1.51;1.51;1;0.1855;0.185;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;872;Kirchdorf (Kirchdorf);1.51;1.51;1;0.186;0.185;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;872;Kirchdorf (Mühledorf);1.51;1.51;1;0.1855;0.185;0.195;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;872;Kirchdorf (Noflen);1.51;1.51;1;0.1859;0.185;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;877;Niedermuhlern;1.79;1.79;1.2;0.2698;0.275;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;879;Riggisberg (Riggisberg/Rüti);1.8;1.8;1.4;0.2063;0.207;0.195;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;879;Riggisberg (Rümligen);1.8;1.8;1.4;0.1851;0.184;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;880;Rüeggisberg;1.85;1.85;1.2;0.2613;0.265;0.195;0.276;01.01.2025;31.12.9999;definitiv;KG Köniz;Bern-Mittelland
2025;883;Seftigen;1.74;1.74;1;0.2467;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;884;Toffen;1.6;1.6;1;0.185;0.184;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;885;Uttigen;1.63;1.63;1;0.1862;0.185;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;886;Wattenwil;1.94;1.94;1.2;0.2254;0.228;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;888;Wald BE;1.59;1.59;1.3;0.2652;0.275;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;889;Thurnen (Kirchenthurnen);1.85;1.85;1.4;0.1846;0.184;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;889;Thurnen (Lohnstorf/Mühleth.);1.85;1.85;1.4;0.1851;0.184;0.195;0.276;01.01.2025;31.12.9999;definitiv;KG Belp;Bern-Mittelland
2025;901;Eggiwil;1.8;1.8;1.5;0.1872;0.184;0.27;0.276;01.01.2025;31.12.9999;definitiv;KG Langnau;Emmental
2025;902;Langnau;1.94;1.94;1.5;0.1928;0.184;0.27;0.276;01.01.2025;31.12.9999;definitiv;KG Langnau;Emmental
2025;903;Lauperswil;1.85;1.85;1;0.1888;0.184;0.27;0.276;01.01.2025;31.12.9999;definitiv;Kanton Bern;Emmental
2025;904;Röthenbach i. E.;2;2;1.3;0.2312;0.23;0.27;0.276;01.01.2025;31.12.9999;definitiv;KG Langnau;Emmental
2025;905;Rüderswil;1.74;1.74;1;0.1876;0.184;0.27;0.276;01.01.2025;31.12.9999;definitiv;Kanton Bern;Emmental
2025;906;Schangnau;2.1;2.1;1.5;0.232;0.23;0.27;0.276;01.01.2025;31.12.9999;definitiv;KG Langnau;Emmental
2025;907;Signau;1.94;1.94;1.2;0.1892;0.184;0.27;0.276;01.01.2025;31.12.9999;definitiv;KG Langnau;Emmental
2025;908;Trub;1.84;1.84;1.4;0.2315;0.23;0.27;0.276;01.01.2025;31.12.9999;definitiv;KG Langnau;Emmental
2025;908;Trub (Kröschenbrunnen);1.84;1.84;1.4;0.197;0.184;0.27;0.276;01.01.2025;31.12.9999;definitiv;KG Langnau;Emmental
2025;909;Trubschachen;1.99;1.99;1.5;0.1933;0.184;0.27;0.276;01.01.2025;31.12.9999;definitiv;KG Langnau;Emmental
2025;921;Amsoldingen;1.85;1.85;1.2;0.2407;0.246;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;922;Blumenstein;1.75;1.75;1.2;0.2281;0.23;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;923;Buchholterberg;1.8;1.8;1.2;0.2505;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;924;Eriz;1.78;1.78;1.2;0.2513;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;925;Fahrni;1.78;1.78;1.2;0.2392;0.2415;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;927;Heiligenschwendi;1.89;1.89;1.5;0.1994;0.2;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;928;Heimberg;1.6;1.6;1.2;0.1991;0.2;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;929;Hilterfingen;1.55;1.55;0.8;0.1991;0.2;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;931;Homberg;1.84;1.84;1.1;0.25;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;932;Horrenbach-Buchen (Buchen);1.7;1.7;1.5;0.2523;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;932;Horrenbach-Buchen (Schwarzen.);1.7;1.7;1.5;0.253;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;934;Oberhofen;1.54;1.54;1;0.1994;0.2;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;935;Oberlangenegg;1.95;1.95;1.3;0.2518;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;936;Pohlern;1.72;1.72;1;0.2266;0.23;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;938;Sigriswil;1.66;1.66;1.5;0.1857;0.184;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;938;Sigriswil (Reust);1.66;1.66;1.5;0.2503;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;939;Steffisburg (Schwendibach);1.62;1.62;1.2;0.2062;0.207;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;939;Steffisburg (Steffisburg);1.62;1.62;1.2;0.2336;0.2415;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;940;Teuffenthal;1.8;1.8;1.2;0.2513;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;941;Thierachern;1.81;1.81;1.2;0.1994;0.2;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;942;Thun;1.66;1.66;1.2;0.2046;0.207;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Thun;Thun
2025;943;Uebeschi;1.9;1.9;1.2;0.1998;0.2;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;944;Uetendorf;1.48;1.48;1.1;0.1994;0.2;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;945;Unterlangenegg;1.85;1.85;1;0.2495;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;946;Wachseldorn;1.84;1.84;1.5;0.2519;0.253;0.195;0.23;01.01.2025;31.12.9999;definitiv;KG Steffisburg;Thun
2025;948;Forst-Längenbühl (Forst);1.7;1.7;1.2;0.2264;0.228;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;948;Forst-Längenbühl (Längenbühl);1.7;1.7;1.2;0.2424;0.246;0.195;0.23;01.01.2025;31.12.9999;definitiv;Kanton Bern;Thun
2025;951;Affoltern;1.86;1.86;1.2;0.2347;0.238;0.19;0.276;01.01.2025;31.12.9999;definitiv;Kanton Bern;Emmental
2025;952;Dürrenroth;1.89;1.89;1.25;0.2277;0.23;0.19;0.276;01.01.2025;31.12.9999;definitiv;Kanton Bern;Emmental
2025;953;Eriswil;1.79;1.79;1.2;0.2259;0.23;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Langenthal;Oberaargau
2025;954;Huttwil;1.69;1.69;1.2;0.1982;0.2;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Langenthal;Oberaargau
2025;955;Lützelflüh;1.74;1.74;1;0.1858;0.184;0.207;0.276;01.01.2025;31.12.9999;definitiv;Kanton Bern;Emmental
2025;956;Rüegsau;1.79;1.79;1;0.163;0.16;0.207;0.276;01.01.2025;31.12.9999;definitiv;Kanton Bern;Emmental
2025;957;Sumiswald;1.79;1.79;1;0.2273;0.23;0.19;0.276;01.01.2025;31.12.9999;definitiv;Kanton Bern;Emmental
2025;957;Sumiswald (Wasen);1.79;1.79;1;0.2279;0.2301;0.19;0.276;01.01.2025;31.12.9999;definitiv;Kanton Bern;Emmental
2025;958;Trachselwald;1.88;1.88;1.2;0.228;0.23;0.19;0.276;01.01.2025;31.12.9999;definitiv;Kanton Bern;Emmental
2025;959;Walterswil;1.86;1.86;1;0.2277;0.23;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Langenthal;Oberaargau
2025;960;Wyssachen;1.9;1.9;1.5;0.2259;0.23;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Langenthal;Oberaargau
2025;971;Attiswil;1.64;1.64;1;0.203;0.207;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;972;Berken;1.1;1.1;1.2;0.1721;0.17;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;973;Bettenhausen;1.55;1.55;1;0.1728;0.17;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;975;Farnern;1.79;1.79;1.5;0.2052;0.207;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;976;Graben;1.8;1.8;1.2;0.1734;0.17;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;977;Heimenhausen;1.55;1.55;1.2;0.1727;0.17;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;979;Herzogenbuchsee;1.65;1.65;1;0.1744;0.17;0.19;0.276;01.01.2025;31.12.9999;provisorisch;KG Herzogenbuchsee;Oberaargau
2025;980;Inkwil;1.75;1.75;1;0.1731;0.17;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;981;Niederbipp (Niederbipp);1.65;1.65;1.3;0.1868;0.184;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;981;Niederbipp (Wolfisberg);1.65;1.65;1.3;0.2043;0.207;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;982;Niederönz;1.65;1.65;1;0.1746;0.17;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;983;Oberbipp;1.59;1.59;1.5;0.203;0.207;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;985;Ochlenberg;1.6;1.6;1.2;0.1716;0.17;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;987;Rumisberg;1.89;1.89;1.5;0.2032;0.207;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;988;Seeberg;1.75;1.75;1.2;0.2261;0.23;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;989;Thörigen;1.75;1.75;1.5;0.173;0.17;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;990;Walliswil-Bipp;0.9;0.9;1;0.1857;0.184;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;991;Walliswil-Wangen;1.5;1.5;1.2;0.1949;0.1955;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;992;Wangen;1.63;1.63;1.5;0.1947;0.1955;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
2025;995;Wiedlisbach;1.82;1.82;1.2;0.2028;0.207;0.19;0.276;01.01.2025;31.12.9999;definitiv;KG Herzogenbuchsee;Oberaargau
